LineName	FemaleParent	MaleParent
HoL05-0955	HoCP92-0624	HoCP96-0540
HoL08-0721	HoCP00-0950	HoCP96-0540
HoL08-0722	LCP02-0345	L99-0226
HoL08-0723	CP89-0846	HoCP96-0540
HoL09-0843	HoCP92-0648	L97-0137
HoL10-0935	HoCP85-0845	L02-0328
HoL10-0936	HoCP85-0845	L02-0328
HoL10-0938	HoCP85-0845	L02-0328
HoL14-0800	L01-0283	Ho06-0523
HoL14-0833	HoCP05-0918	L01-0283
HoL14-0834	HoCP04-0838	HoCP91-0552
HoL14-0837	HoCP04-0838	L06-0038
HoL14-0839	L97-0128	L99-0233
HoL14-0841	HoCP05-0918	L01-0283
HoL14-0846	HoCP05-0918	L01-0283
HoL14-0848	HoCP04-0838	HoCP91-0552
HoL14-0851	Ho06-0530	L06-0038
HoL14-0857	HoCP05-0918	L01-0283
HoL14-0858	L99-0233	HoCP96-0540
HoL14-0859	L99-0233	HoCP96-0540
HoL14-0862	Ho06-0530	L06-0038
HoL14-0869	Ho06-0562	HoCP01-0517
HoL14-0871	Ho06-0562	HoCP01-0517
HoL14-0880	CP83-0644	Ho06-0562
HoL14-0884	LCP81-0010	HoCP02-0618
HoL14-0910	CP83-0644	Ho06-0562
HoL14-9639	HoCP04-0838	HoCP91-0552
HoL15-0500	CP83-0644	L01-0283
HoL15-0501	CP83-0644	L01-0283
HoL15-0502	CP83-0644	L01-0283
HoL15-0508	CP83-0644	L01-0283
HoL15-0513	HoCP05-0902	L01-0299
HoL15-0514	Ho07-0613	Ho06-0562
HoL15-0518	Ho07-0613	Ho06-0562
HoL15-0523	CP83-0644	L01-0283
HoL15-0524	CP83-0644	L01-0283
HoL15-0533	CP83-0644	L01-0283
HoL15-0534	L05-0457	HoCP05-0904
HoL15-0535	CP83-0644	L01-0283
HoL15-0539	L05-0457	HoCP05-0904
HoL15-0546	L01-0283	Ho06-0523
HoL15-0547	LCP81-0010	Ho06-0523
HoL15-0549	HoCP92-0648	HoCP96-0540
HoL15-0560	Ho07-0613	Ho06-0562
HoL15-0919	HoCP04-0838	L99-0226
HoL15-0994	CP83-0644	Ho06-0562
HoL15-0997	CP83-0644	Ho06-0562
HoLHo15-9640	HoCP04-0838	L99-0226
IA1041	unknown	SES103
IAC48-0065	CP27-0108	IACPolycross
KaludaiBoothan		
Kansar		
Kassoer	BlackCheribon	Glagah
L00-0246	HoCP88-0739	LCP85-0384
L00-0247	HoCP96-0540	HoCP91-0552
L00-0258	LCP85-0384	95P3
L00-0260	LCP85-0384	95P3
L00-0262	US78-0020	LCP85-0384
L00-0269	LCP85-0313	L93-0365
L00-0270	CP70-0330	L92-0312
L00-0271	CP65-0357	LCP82-0089
L00-0272	L91-0281	LCP86-0454
L00-0273	L91-0281	L93-0365
L00-0274	L91-0281	L93-0365
L00-0276	HoCP90-0941	LCP82-0089
L00-0278	HoCP90-0941	LCP82-0089
L01-0279	LCP85-0384	HoCP93-0754
L01-0280	L93-0363	LCP85-0384
L01-0281	LCP86-0429	LCP85-0384
L01-0283	L93-0365	LCP85-0384
L01-0284	CP65-0357	LCP85-0384
L01-0285	LCP85-0384	HoCP93-0754
L01-0287	L93-0363	LCP85-0384
L01-0288	L93-0363	LCP85-0384
L01-0289	LCP81-0010	LCP85-0384
L01-0290	L94-0424	LCP85-0384
L01-0291	L93-0363	LCP85-0384
L01-0292	CP65-0357	LCP85-0384
L01-0293	CP65-0357	LCP85-0384
L01-0294	L93-0365	L92-0312
L01-0296	CP65-0357	LCP85-0384
L01-0297	HoCP92-0648	LCP85-0384
L01-0298	HoCP92-0648	LCP85-0384
L01-0299	L93-0365	LCP85-0384
L01-0300	LCP86-0422	LCP85-0384
L01-0301	HoCP93-0749	LCP85-0384
L01-0304	HoCP93-0749	LCP85-0384
L01-0305	HoCP92-0624	CP77-0310
L01-0306	HoCP93-0767	L94-0431
L01-0307	HoCP93-0746	LCP85-0384
L01-0308	HoCP88-0739	LCP85-0384
L01-0309	HoCP93-0746	LCP85-0384
L01-0311	HoCP88-0739	LCP85-0384
L01-0312	HoCP93-0746	LCP85-0384
L01-0313	HoCP93-0767	L93-0365
L01-0314	HoCP88-0739	LCP85-0384
L01-0315	HoCP93-0746	LCP85-0384
L02-0316	L94-0424	LCP85-0384
L02-0317	LCP81-0010	LCP85-0384
L02-0319	L94-0424	LCP85-0384
L02-0320	L94-0424	LCP85-0384
L02-0322	LCP85-0336	LCP85-0384
L02-0323	L94-0424	LCP85-0384
L02-0324	L94-0424	LCP85-0384
L02-0325	L94-0424	LCP85-0384
L02-0326	L94-0424	LCP85-0384
L02-0327	L94-0424	LCP85-0384
L02-0328	L94-0424	LCP85-0384
L02-0336	CP88-0739	LCP85-0384
L02-0340	LCP81-0010	L95-0477
L02-0341	L96-0071	LCP82-0089
L02-0342	CP83-0644	LCP85-0384
L02-0350	HoCP92-0624	LCP85-0384
L02-0360	HoCP92-0624	LCP85-0384
L02-0361	HoCP92-0624	LCP85-0384
L03-0362	L96-0040	L96-0044
L03-0366	HoCP92-0624	LCP85-0384
L03-0368	LCP85-0384	L96-0045
L03-0373	CP83-0644	L95-0477
L03-0374	CP83-0644	L95-0477
L03-0375	CP83-0644	L95-0477
L03-0376	CP83-0644	L95-0477
L03-0377	CP83-0644	L95-0477
L03-0379	unknown	HoCP92-0624
L03-0380	HoCP92-0624	LCP85-0384
L03-0381	CP83-0644	L95-0477
L03-0382	CP83-0644	L95-0477
L03-0385	CP83-0644	L95-0477
L03-0386	LCP85-0384	LCP82-0089
L03-0387	HoCP92-0624	LCP85-0384
L03-0388	HoCP92-0648	L97-0133
L03-0389	LCP85-0384	LCP82-0089
L03-0390	LCP81-0010	HoCP96-0550
L03-0391	unknown	CP78-0317
L03-0393	CP83-0644	L95-0477
L03-0398	L91-0255	LCP85-0384
L03-0399	LCP85-0384	LCP82-0089
L04-0400	TucCP77-0042	LCP85-0384
L04-0401	L91-0255	LCP85-0384
L04-0402	HoCP97-0609	LCP86-0454
L04-0405	HoCP96-0509	L95-0482
L04-0408	LCP86-0454	LCP85-0384
L04-0410	HoCP92-0648	LCP85-0384
L04-0411	HoCP97-0670	L94-0432
L04-0414	Ho96-0565	LCP85-0384
L04-0416	CP65-0357	LCP85-0384
L04-0418	HoCP92-0648	LCP85-0384
L04-0419	LCP86-0454	LCP85-0384
L04-0420	LCP86-0454	LCP85-0384
L04-0423	L98-0207	LCP81-0010
L04-0424	L94-0432	L98-0209
L04-0425	L94-0432	LCP85-0384
L04-0427	HoCP92-0648	LCP85-0384
L04-0428	HoCP92-0648	LCP85-0384
L04-0429	CP89-0889	LCP85-0384
L04-0432	L98-0207	L94-0432
L04-0434	HoCP97-0609	HoCP85-0845
L04-0435	HoCP92-0624	L95-0482
L04-0436	CP83-0644	L96-0063
L04-0437	L97-0128	Ho95-0988
L04-0438	LCP86-0454	LCP85-0384
L05-0439	LCP81-0010	LCP85-0384
L05-0440	L97-0128	L91-0281
L05-0441	HoCP92-0624	LCP85-0384
L05-0442	LCP87-0492	HoCP97-0609
L05-0444	HoCP96-0561	L99-0229
L05-0445	L98-0198	HoCP97-0621
L05-0446	L99-0229	LCP85-0384
L05-0447	HoCP96-0561	L99-0233
L05-0449	LCP86-0454	LCP85-0384
L05-0451	LCP81-0010	LCP85-0384
L05-0453	LCP85-0384	HoCP96-0540
L05-0455	HoCP92-0624	L98-0197
L05-0456	L99-0233	LCP85-0384
L05-0457	L97-0128	LCP87-0492
L05-0458	HoCP92-0624	HoCP97-0609
L05-0459	L89-0113	LCP85-0384
L05-0461	L99-0233	LCP85-0384
L05-0462	HoCP96-0540	HoCP91-0552
L05-0465	Ho95-0988	L98-0207
L05-0466	CP83-0644	HoCP97-0609
L05-0467	Ho95-0988	L94-0433
L05-0469	Ho95-0988	L98-0209
L05-0473	HoCP95-0951	LCP85-0384
L05-0474	L98-0207	unknown polycross
L06-0001	HoCP92-0618	HoCP96-0540
L06-0002	HoCP92-0618	HoCP96-0540
L06-0003	L97-0128	LCP82-0089
L06-0004	L97-0128	LCP82-0089
L06-0005	L97-0128	LCP82-0089
L06-0006	HoCP92-0624	L98-0207
L06-0007	CP65-0357	L92-0312
L06-0009	Ho95-0988	L98-0207
L06-0010	LCP85-0384	HoCP96-0540
L06-0011	LCP81-0010	LCP85-0384
L06-0012	Ho95-0988	L98-0207
L06-0013	Ho95-0988	HoCP96-0540
L06-0014	HoCP92-0624	L98-0207
L06-0015	HoCP92-0618	HoCP96-0540
L06-0016	CP83-0644	L98-0209
L06-0017	HoCP92-0624	LCP85-0384
L06-0018	HoCP95-0951	HoCP96-0540
L06-0020	L98-0209	01P4
L06-0021	LCP81-0010	LCP85-0384
L06-0024	L97-0128	L99-0233
L06-0025	L91-0281	HoCP96-0561
L06-0026	LCP86-0454	LCP85-0384
L06-0029	HoCP85-0845	LCP85-0384
L06-0031	L97-0137	L94-0428
L06-0032	HoCP96-0509	LCP85-0384
L06-0034	L99-0226	LCP85-0384
L06-0035	TucCP77-0042	L99-0238
L06-0037	LCP86-0454	L99-0233
L06-0039	L99-0226	LCP85-0384
L06-0040	LCP81-0010	LCP85-0384
L07-0041	HoCP96-0509	L98-0207
L07-0042	HoCP96-0509	L98-0207
L07-0043	LCP85-0384	L00-0247
L07-0044	Ho95-0988	L98-0207
L07-0046	L98-0207	L92-0321
L07-0047	HoCP98-0741	LCP85-0384
L07-0048	Ho95-0988	L98-0207
L07-0050	LCP85-0313	L98-0209
L07-0051	Ho95-0988	LCP85-0384
L07-0052	Ho95-0988	LCP85-0384
L07-0054	L01-0315	HoCP98-0741
L07-0055	HoCP00-0905	02P4
L07-0056	Ho95-0988	L98-0207
L07-0057	L01-0315	HoCP98-0741
L07-0058	HoCP96-0509	L98-0207
L07-0059	L98-0207	SPPolycross
L07-0060	L98-0207	02P10
L07-0061	Ho95-0988	LCP85-0384
L07-0062	L93-0363	LCP85-0384
L07-0063	Ho95-0988	LCP85-0384
L07-0064	LCP85-0384	HoCP01-0517
L07-0065	LCP85-0384	02P11
L07-0066	L98-0207	02P10
L07-0068	L98-0207	SPPolycross
L07-0070	LCP85-0384	HoCP01-0517
L07-0072	LCP85-0384	HoCP01-0517
L07-0073	HoCP96-0561	L99-0226
L08-0075	HoCP85-0845	L98-0207
L08-0077	L01-0283	HoCP91-0552
L08-0078	HoCP01-0561	L03Poly12
L08-0079	HoCP00-0905	L94-0432
L08-0080	HoCP00-0905	L94-0432
L08-0082	HoCP01-0561	L03Poly12
L08-0083	HoCP00-0930	HoCP91-0552
L08-0084	HoCP92-0624	L02-0323
L08-0086	HoCP00-0950	HoCP96-0540
L08-0087	L02-0341	HoCP91-0552
L08-0089	unknown	L98-0209
L08-0091	L94-0433	LCP85-0384
L09-0096	LCP81-0010	L98-0207
L09-0097	HoCP01-0523	L02-0316
L09-0098	L01-0283	LCP81-0010
L09-0099	HoCP00-0930	HoCP91-0552
L09-0100	LCP85-0384	04P4
L09-0101	N27	LCP85-0384
L09-0102	L97-0128	L99-0226
L09-0103	LCP85-0384	04P4
L09-0104	HoCP01-0553	L99-0233
L09-0105	HoCP00-0930	L99-0233
L09-0106	HoCP00-0930	L99-0233
L09-0107	HoCP00-0930	L99-0233
L09-0109	L01-0299	HoCP91-0552
L09-0111	HoCP89-0831	LCP85-0384
L09-0112	HoCP01-0523	L02-0316
L09-0113	CP89-0831	LCP85-0384
L09-0114	CP65-0357	L02-0316
L09-0115	L97-0128	04P10
L09-0116	HoCP00-0930	L00-0266
L09-0117	HoCP01-0517	L98-0207
L09-0118	HoCP01-0517	L98-0207
L09-0119	HoCP97-0609	HoCP92-0618
L09-0121	HoCP01-0517	L98-0207
L09-0124	HoCP95-0951	L02-0325
L09-0125	HoCP92-0624	L98-0207
L09-0126	HoCP00-0930	L00-0266
L09-0127	HoCP92-0624	LCP85-0384
L09-0129	HoCP92-0624	LCP85-0384
L10-0134	HoCP96-0540	L99-0233
L10-0135	L94-0433	05P3
L10-0140	L97-0128	HoCP96-0540
L10-0143	HoCP02-0620	L94-0426
L10-0149	L97-0128	HoCP96-0540
L10-0154	LCP81-0010	LCP85-0384
L10-0155	HoCP02-0618	L99-0233
L10-0158	CP83-0644	L02-0316
L10-0159	US79-0010	HoCP96-0540
L10-0160	HoCP96-0561	L99-0233
L10-0161	HoCP02-0618	L99-0233
L10-0162	L91-0281	HoCP96-0540
L10-0164	L97-0128	HoCP96-0540
L10-0165	N27	HoCP96-0540
L10-0166	N27	HoCP96-0540
L11-0167	HoCP92-0624	HoCP96-0540
L11-0168	L94-0433	HoCP96-0540
L11-0169	HoCP92-0624	L01-0299
L11-0170	HoCP92-0624	LCP85-0384
L11-0171	L94-0433	HoCP96-0540
L11-0172	L99-0233	HoCP96-0540
L11-0173	HoCP95-0951	L04-0410
L11-0174	HoCP92-0624	HoCP96-0540
L11-0175	LCP85-0384	L02-0325
L11-0176	HoCP00-0930	L04-0408
L11-0177	L94-0433	HoCP96-0540
L11-0178	HoCP92-0624	LCP85-0384
L11-0180	HoCP00-0930	L04-0408
L11-0181	L04-0408	L99-0233
L11-0182	L94-0433	HoCP96-0540
L11-0183	HoCP92-0624	LCP85-0384
L11-0184	L02-0316	06P2
L11-0185	L94-0433	HoCP96-0540
L11-0186	HoCP00-0933	L04-0410
L11-0188	HoCP92-0624	LCP85-0384
L11-0190	L01-0299	HoCP02-0610
L11-0191	L04-0408	L99-0233
L12-0192	HoCP96-0561	L06-0001
L12-0193	L04-0408	HoCP04-0803
L12-0194	HoCP92-0624	LCP85-0384
L12-0196	L97-0128	HoCP96-0540
L12-0197	HoCP02-0610	HoCP96-0540
L12-0198	HoCP92-0624	L04-0425
L12-0199	L06-0040	HoCP96-0540
L12-0200	HoCP92-0624	L01-0299
L12-0201	L97-0128	HoCP96-0540
L12-0202	LCP81-0010	HoCP02-0620
L12-0204	HoCP96-0540	L02-0325
L12-0205	L05-0457	L99-0226
L12-0206	L06-0040	HoCP96-0540
L12-0207	L97-0128	HoCP96-0540
L12-0208	HoCP92-0624	L01-0299
L12-0209	L05-0457	L04-0425
L12-0211	HoCP05-0902	L99-0226
L12-0212	Ho91-0572	HoCP96-0540
L12-0213	HoCP89-0831	HoCP96-0540
L12-0214	L97-0128	HoCP96-0540
L12-0215	HoCP00-0950	L06-0001
L12-0217	HoCP92-0624	LCP85-0384
L12-0218	N27	L01-0299
L12-0220	HoCP89-0831	HoCP96-0540
L12-0221	L05-0457	L99-0233
L12-0222	HoCP95-0951	L01-0299
L12-0223	LCP81-0010	LCP85-0384
L12-0224	L97-0128	HoCP96-0540
L12-0225	HoCP00-0930	L00-0266
L12-0227	L01-0283	L99-0226
L12-0228	HoCP89-0831	LCP85-0384
L12-0229	HoCP89-0831	LCP85-0384
L12-0230	Ho95-0988	HoCP96-0540
L12-0231	L04-0425	L99-0226
L12-0232	HoCP00-0930	L99-0233
L13-0234	L04-0408	HoCP04-0807
L13-0236	L98-0207	08P1
L13-0238	LCP81-0010	L04-0410
L13-0240	L98-0207	08P4
L13-0241	HoCP92-0624	HoCP96-0540
L13-0242	HoCP00-0930	L04-0408
L13-0243	L05-0445	L05-0450
L13-0244	N27	L01-0299
L13-0245	HoCP02-0623	HoCP01-0523
L13-0246	HoCP02-0623	HoCP01-0523
L13-0248	L98-0207	LCP81-0010
L13-0249	N27	LCP85-0384
L13-0250	HoCP02-0623	08P13
L13-0251	HoCP04-0843	HoCP04-0809
L13-0252	L02-0316	08P20
L13-0254	L07-0057	08P22
L13-0255	L07-0057	08P22
L13-0256	L01-0299	08P1
L13-0258	L01-0299	08P1
L13-0259	L07-0059	08P28
L13-0260	L97-0128	08P8
L13-0261	HoCP96-0540	L99-0226
L13-0263	HoCP01-0517	L98-0207
L14-0264	HoCP96-0561	L99-0226
L14-0265	HoCP04-0847	HoCP96-0540
L14-0266	L97-0128	HoCP01-0517
L14-0267	HoCP05-0918	L01-0283
L14-0268	L01-0283	HoCP02-0610
L14-0269	L01-0283	HoCP02-0610
L14-0271	HoCP04-0847	HoCP96-0540
L14-0272	HoCP92-0648	L01-0299
L14-0273	L99-0233	HoCP96-0540
L14-0274	HoCP00-0930	HoCP96-0540
L14-0276	HoCP92-0648	L01-0299
L14-0278	L01-0299	09P7
L14-0279	L01-0283	L99-0233
L14-0281	HoCP04-0838	L01-0283
L14-0284	L01-0283	09P26
L14-0286	HoCP04-0838	L01-0283
L14-0287	HoCP00-0950	L01-0283
L14-0288	HoCP04-0838	L01-0283
L14-0289	L05-0448	L01-0283
L14-0290	L01-0283	09P26
L14-0291	Ho06-0523	L99-0233
L14-0292	L01-0283	L99-0233
L14-0294	L01-0283	L99-0233
L14-0296	Ho07-0613	L99-0226
L14-0297	L01-0283	09P26
L15-0301	HoCP92-0618	L01-0299
L15-0303	L01-0299	09P7
L15-0304	L01-0283	L99-0233
L15-0305	HoCP02-0620	L99-0226
L15-0306	CP83-0644	L01-0283
L15-0307	L05-0457	L01-0283
L15-0308	HoCP92-0624	L01-0283
L15-0309	HoCP92-0624	LCP85-0384
L15-0310	HoCP92-0624	L01-0283
L15-0311	L05-0457	L01-0283
L15-0313	HoCP92-0624	L01-0283
L15-0314	L05-0457	L01-0283
L15-0315	HoCP92-0624	L07-0057
L15-0316	HoCP92-0624	L07-0057
L15-0323	L05-0457	L01-0283
L15-0324	L98-0209	L99-0226
L15-0325	HoCP92-0624	L09-0106
L15-0326	CP83-0644	L01-0283
L15-0327	HoCP92-0624	L01-0283
L15-0332	L05-0457	L01-0283
L15-0333	HoCP92-0624	L01-0283
L15-0336	HoCP00-0950	L01-0299
L15-0337	L05-0457	L01-0283
L15-0340	L01-0283	L99-0233
L15-0342	L05-0457	L01-0283
L15-0343	L05-0457	L01-0283
L15-0344	HoCP92-0624	L01-0283
L15-0345	L01-0299	09P4
L15-0346	L94-0426	L06-0001
L15-0347	HoCP00-0950	L01-0299
L16-0349	HoCP02-0623	L06-0001
L16-0352	LCP85-0384	11P22
L16-0354	HoCP08-0726	L99-0233
L16-0362	HoCP97-0609	11P15
L16-0363	L01-0299	11P26
L16-0364	HoCP04-0838	L07-0057
L16-0365	L09-0121	L99-0226
L16-0366	HoCP02-0618	11P22
L16-0367	Ho06-0563	11P28
L16-0368	HoCP04-0838	L08-0090
L16-0369	L09-0099	L10-0163
L16-0373	L07-0057	11P20
L16-0374	Ho95-0988	L09-0125
L16-0376	HoCP97-0609	11P10
L16-0378	unknown	unknown
L16-0379	HoCP00-0930	L99-0226
L16-0382	HoCP01-0523	HoCP96-0540
L16-0385	HoCP04-0838	L08-0090
L16-0386	HoCP00-0930	L10-0147
L16-0387	HoCP04-0838	L08-0090
L16-0388	Ho09-0827	L07-0057
L16-0389	HoCP04-0838	11P18
L16-0390	L01-0299	11P27
L16-0391	L09-0099	L10-0163
L16-0392	L09-0099	L10-0163
L17-0392	HoCP85-0845	L06-0001
L17-0393	HoCP04-0838	L10-0147
L17-0396	L09-0099	HoCP96-0540
L17-0397	HoCP91-0552	L01-0283
L17-0398	L09-0131	HoCP96-0540
L17-0400	L05-0457	L01-0299
L17-0401	HoCP00-0950	HoCP04-0838
L17-0403	HoCP92-0624	L07-0057
L17-0404	unknown	unknown
L17-0406	HoCP97-0609	12P6
L17-0409	L09-0099	L06-0001
L17-0410	HoCP92-0624	L11-0172
L17-0411	L09-0131	HoCP96-0540
L17-0413	L05-0457	L99-0233
L17-0414	LCP85-0384	L99-0233
L17-0415	HoCP97-0609	12P6
L17-0417	CP83-0644	L06-0001
L17-0418	L11-0183	L06-0001
L17-0420	HoCP09-0814	12P17
L17-0422	CP83-0644	HoCP04-0838
L17-0424	HoCP01-0517	L06-0001
L17-0428	Ho08-0717	L06-0001
L17-0429	HoCP01-0517	L06-0001
L17-0430	HoCP97-0609	12P6
L17-0431	HoCP01-0517	L06-0001
L17-0432	HoCP92-0624	HoCP96-0540
L17-0433	HoCP04-0838	HoCP01-0523
L17-0435	N27	L06-0001
L17-0436	HoCP09-0814	12P17
L18-0438	HoCP02-0623	Ho06-0562
L18-0439	Ho06-0563	HoCP96-0540
L18-0441	HoCP02-0610	Ho06-0562
L18-0442	CP83-0644	LCP85-0384
L18-0443	HoCP02-0623	HoCP01-0517
L18-0444	L98-0207	HoCP01-0517
L18-0445	HoCP96-0561	L94-0426
L18-0446	Ho10-0937	13P10
L18-0447	HoCP96-0540	L99-0233
L18-0448	LCP81-0010	Ho07-0613
L18-0450	L12-0197	L08-0090
L18-0451	CP83-0644	LCP85-0384
L18-0453	HoCP91-0552	HoCP04-0838
L18-0455	Ho10-0937	13P10
L18-0456	HoCP96-0540	13P12
L18-0457	HoCP02-0610	Ho06-0562
L18-0458	LCP81-0010	Ho06-0523
L18-0460	LCP86-0454	L06-0001
L18-0461	LCP81-0010	Ho06-0523
L18-0463	LCP86-0454	L06-0001
L18-0464	L05-0457	L99-0226
L18-0465	LCP81-0010	L09-0125
L18-0466	LCP81-0010	Ho06-0523
L18-0467	HoCP92-0624	L06-0001
L18-0468	HoCP96-0540	L99-0233
L18-0470	HoCP96-0540	L99-0233
L18-0472	Ho10-0937	13P10
L18-0473	Ho05-0961	HoCP96-0540
L18-0474	HoCP96-0540	13P12
L18-0476	HoCP92-0624	L06-0001
L18-0477	Ho06-0563	L06-0001
L18-0479	HoCP96-0540	13P12
L19-0001	HoCP92-0624	L06-0001
L19-0002	HoCP02-0618	L99-0233
L19-0003	HoCP92-0624	LCP85-0384
L19-0004	Ho09-0840	HoCP11-0542
L19-0005	HoCP92-0624	L06-0001
L19-0006	HoCP92-0624	L04-0425
L19-0008	HoCP00-0950	L06-0001
L19-0009	L09-0123	HoCP96-0540
L19-0010	L05-0457	L99-0226
L19-0011	L09-0112	L09-0112
L19-0012	L09-0123	HoCP96-0540
L19-0013	HoCP85-0845	L06-0001
L19-0014	Ho09-9402	L11-0191
L19-0015	HoCP92-0624	L04-0425
L19-0016	HoCP00-0950	L06-0001
L19-0017	L13-0254	HoCP96-0540
L19-0018	HoCP00-0930	11P24
L19-0019	L05-0457	L99-0226
L19-0022	HoCP00-0930	11P24
L19-0023	HoCP92-0618	HoCP04-0838
L19-0024	HoCP00-0930	11P24
L19-0480	HoCP85-0845	L06-0001
L19-0481	L11-0172	L11-0187
L19-0482	L13-0251	HoCP92-0624
L19-0483	Ho09-9402	L11-0191
L19-0484	Ho11-0556	HoCP04-0838
L19-0485	Ho09-0840	L06-0001
L19-0486	L11-0172	L11-0187
L19-0487	HoCP85-0845	L06-0001
L19-0488	L11-0172	L11-0187
L19-0489	LCP85-0384	14P2
L19-0490	HoCP92-0624	HoCP96-0540
L19-0491	HoCP92-0624	L13-0248
L19-0492	L12-0201	HoCP01-0517
L19-0493	Ho09-9402	L11-0191
L19-0494	Ho09-0840	L06-0001
L19-0495	HoCP92-0624	LCP85-0384
L19-0496	HoCP92-0624	L06-0001
L19-0497	L13-0251	HoCP92-0624
L19-0498	HoCP92-0624	L06-0001
L19-0499	HoL08-0723	11P27
L20-0027	Ho11-0515	L99-0226
L20-0028	L99-0233	HoCP96-0540
L20-0029	L07-0057	15P1
L20-0030	L99-0233	HoCP96-0540
L20-0031	HoCP00-0950	HoCP11-0536
L20-0033	Ho11-0556	15P3
L20-0034	Ho10-0937	HoCP05-0918
L20-0036	L13-0251	L09-0099
L20-0037	Ho07-0613	L06-0001
L20-0038	L14-0265	HoCP91-0552
L20-0039	L14-0282	HoCP97-0609
L20-0041	L06-0040	L06-0001
L20-0042	Ho07-0613	L06-0001
L20-0043	L94-0433	L99-0226
L20-0044	Ho12-0628	Ho14-0852
L20-0045	L14-0285	Ho11-0532
L20-0046	L13-0246	L06-0038
L20-0047	Ho08-0709	L99-0226
L20-0048	L05-0457	L99-0226
L20-0050	Ho12-0628	Ho14-0852
L20-0051	L14-0282	Ho11-0532
L20-0052	L07-0057	15P1
L20-0053	L14-0276	HoCP97-0609
L20-0054	HoCP92-0624	L01-0299
L20-0055	L14-0265	HoCP91-0552
L20-0056	L05-0457	L99-0226
L20-0057	Ho12-0628	Ho14-0852
L20-0058	L01-0283	L99-0233
L20-0059	L13-0251	L09-0099
L20-0060	L14-0282	HoCP97-0609
L20-0061	L13-0246	L06-0038
L20-0063	Ho08-0709	L99-0226
L20-0064	L15-0302	HoCP04-0838
L20-0066	L12-0218	L06-0001
L20-0067	N27	L06-0001
L20-0068	Ho08-0709	L99-0226
L20-0070	L12-0218	L06-0001
L20-0071	L12-0218	L06-0001
L20-0072	L12-0218	L06-0001
L20-0409	L11-0168	L09-0099
L55-0006	CP38-0034	CP43-0074
L55-0013	CP27-0108	CP43-0074
L56-0007	CP36-0105	CP38-0034
L56-0017	CP30-0024	CP36-0105
L56-0020	CP36-0105	CP38-0034
L56-0025	CP36-0105	CP38-0034
L56-0027	CP36-0105	CP38-0034
L56-0037	CP36-0105	CP33-0372
L57-0002	CL41-0142	CP43-0074
L60-0001	CP44-0155	CP48-0126
L60-0005	CP52-0068	CP48-0103
L60-0009	CP52-0068	CP48-0103
L60-0014	CP52-0001	CP48-0103
L60-0023	CP48-0103	CP38-0105
L60-0024	CP48-0103	CP38-0105
L60-0025	CP52-0068	CP48-0103
L60-0034	CP53-0018	CP36-0010
L60-0035	CP53-0018	CP36-0105
L60-0040	CP34-0120	CP48-0126
L61-0009	CP52-0068	CP52-0015
L61-0017	CP48-0103	CP53-0016
L61-0040	CP53-0018	CP36-0105
L61-0041	CP53-0023	CP52-0068
L61-0043	CP53-0023	CP52-0068
L61-0045	CP52-0068	CP53-0005
L61-0046	CP53-0023	CP52-0068
L61-0052	CP53-0023	CP52-0068
L61-0055	CP52-0001	CP52-0068
L61-0063	CP52-0068	CP48-0103
L61-0067	CP52-0068	CP48-0103
L61-0074	CP52-0068	CP48-0103
L62-0005	CP52-0068	CP44-0155
L62-0016	CP52-0068	CP44-0155
L62-0021	CP52-0068	CP44-0155
L62-0023	CP52-0068	CP44-0155
L62-0024	CP52-0068	CP44-0155
L62-0028	CP52-0001	CP52-0015
L62-0037	CP53-0018	CP44-0155
L62-0038	CP48-0103	CP52-0015
L62-0068	CP52-0068	CP50-0052
L62-0071	CP36-0105	CP51-0024
L62-0076	CP36-0105	CP51-0024
L62-0086	CP36-0105	CP44-0155
L62-0090	CP52-0068	CP44-0154
L62-0091	CP36-0105	CP48-0126
L62-0096	CP52-0068	CP44-0154
L62-0098	CP52-0068	CP44-0155
L62-0104	CP52-0068	CP44-0155
L62-0106	CP52-0068	CP44-0155
L62-0108	CP52-0068	CP36-0105
L62-0114	CP52-0068	CP36-0105
L62-0136	CP52-0068	CP53-0016
L62-0162	CP48-0103	CP52-0068
L63-0022	CP52-0068	CP48-0103
L63-0023	CP52-0068	CP48-0103
L63-0032	CP52-0068	CP48-0103
L63-0041	CP52-0068	CP48-0103
L63-0044	CP52-0068	CP48-0103
L63-0050	CP52-0068	CP48-0103
L63-0057	CP52-0068	CP48-0103
L63-0070	CP52-0068	CP48-0103
L63-0077	CP52-0068	CP48-0103
L63-0216	CP52-0001	CP50-0041
L64-0001	CP52-0068	CP48-0103
L64-0026	CP52-0015	CP51-0024
L64-0028	CP52-0015	CP51-0024
L64-0030	CP52-0015	CP51-0024
L64-0044	CP48-0103	CP48-0126
L64-0048	CP48-0103	CP48-0126
L64-0059	CP52-0068	CP48-0103
L64-0063	CP52-0068	CP48-0103
L64-0067	CP52-0068	CP48-0103
L65-0001	CP52-0068	CP48-0103
L65-0013	CP52-0001	CP52-0015
L65-0032	CP48-0103	CP33-0224
L65-0047	CP52-0068	CP50-0052
L65-0062	CP52-0001	CP48-0103
L65-0067	CP52-0001	CP48-0103
L65-0069	CP52-0001	CP48-0103
L65-0071	CP52-0001	CP48-0103
L65-0092	CP52-0001	CP50-0052
L66-0015	CP52-0068	CP48-0103
